,Latitude,Longitude,name,description,State,Active
68,37.797409,-122.246933,Animal Ethics,"https://www.animal-ethics.org/
https://www.facebook.com/Animal-Ethics-1424658461139957/events/?ref=page_internal",California,N
69,37.312018,-121.890221,"WTF: San Jose, USA",https://www.facebook.com/groups/330244935806505,California,Y
70,34.001889,-117.695752,Animal Alliance Network,https://www.facebook.com/animalalliancenetwork/events/?ref=page_internal,California,Y
71,39.083964,-122.80845,"AV: Lake County, CA, USA",https://www.facebook.com/groups/2320375018057084/,California,Y
72,33.660376,-117.998899,"AV: Huntington Beach, CA, USA",https://www.facebook.com/groups/424955261231621/,California,Y
73,36.746495,-119.820152,Fresno Animal Save,https://www.facebook.com/Fresno-Animal-Save-788532744664592/events/?ref=page_internal,California,N
74,34.058562,-118.261213,New Roots Institute,https://www.newrootsinstitute.org/,California,Y
75,34.09489,-118.329644,"AV: Hollywood, CA, USA",https://www.facebook.com/groups/1052868928169224/,California,Y
76,37.862522,-122.274055,New Roots Institute,https://www.newrootsinstitute.org/,California,N
77,33.720295,-117.842087,Orange County Animal Liberation,https://www.facebook.com/orangecountyanimalliberation/events/?ref=page_internal,California,Y
78,39.750358,-104.974365,Pro-animal future,https://proanimal.org/,Colorado,Y
79,38.997472,-105.058708,Pikes Peak Animal Save,https://www.facebook.com/pikespeakanimalsave/events/?ref=page_internal,Colorado,N
80,40.400165,-104.73212,Northern Colorado Animal Save,https://www.facebook.com/Northern-Colorado-Animal-Save-1177695248912002/events/?ref=page_internal,Colorado,Y
81,40.579038,-105.094395,Rams Organizing for Animal Rights - ROAR,https://www.facebook.com/FortCollinsAnimalRights/events/?ref=page_internal,Colorado,N
82,38.856963,-104.787573,Vegan Society of Colorado Springs,https://www.facebook.com/VeganSocietyOfColoradoSprings/events/?ref=page_internal,Colorado,Y
83,39.868041,-104.971924,"AV: Thornton, CO, USA",https://www.facebook.com/groups/467100834049573/,Colorado,N
84,39.977646,-105.254517,SOS University of Colorado Boulder,https://sos.peta.org/join-a-hub/,Colorado,N
85,40.58526,-105.084423,"AV: Fort Collins, CO, USA",https://www.facebook.com/groups/178429869465025/,Colorado,Y
86,39.611243,-105.017624,SOS Littleton High School,https://sos.peta.org/join-a-hub/,Colorado,N
